delay_in_seconds,luminosity,avg_temperature,avg_atm_pressure,avg_wind_speed,incidents,Month,Hour,Day,Afternoon,Dawn,Evening,Morning,EM579,N101,N105,N310,N207,N309,IC5,R206,N206
0.024008050603795284,2,0.4411764705882353,0.5428571428571445,0.0,1,0.9090909090909091,0.5652173913043478,2,1,0,0,0,0,1,0,0,0,0,0,0,0
0.017395054629097184,2,0.29411764705882354,0.17142857142857082,0.45815690999132613,2,0.0,0.43478260869565216,4,0,0,0,1,0,1,0,0,0,0,0,0,0
0.0,0,0.47058823529411764,0.6000000000000014,0.0,0,0.8181818181818182,0.8260869565217391,7,0,0,1,0,0,1,0,0,0,0,0,0,0
0.0,0,0.29411764705882354,0.6000000000000014,0.2890648263178878,0,0.1818181818181818,0.043478260869565216,7,0,1,0,0,0,1,0,0,0,0,0,0,0
0.05710143428511099,2,0.5294117647058824,0.6571428571428584,0.0,3,0.9090909090909091,0.5217391304347826,7,0,0,0,1,0,1,0,0,0,0,0,0,0
0.05710143428511099,2,0.4117647058823529,0.6571428571428584,0.2890648263178878,3,0.9090909090909091,0.4782608695652174,7,0,0,0,1,0,1,0,0,0,0,0,0,0
0.0,0,0.4117647058823529,0.6285714285714299,0.2890648263178878,0,0.8181818181818182,0.13043478260869565,6,0,1,0,0,0,1,0,0,0,0,0,0,0
0.0,2,0.14705882352941174,0.8000000000000007,0.45815690999132613,0,0.9999999999999999,0.34782608695652173,1,0,0,0,1,0,1,0,0,0,0,0,0,0
0.06656124209315699,2,0.32352941176470584,0.45714285714285907,0.5781296526357756,1,0.09090909090909091,0.6521739130434783,3,1,0,0,0,0,1,0,0,0,0,0,0,0
0.08798159861989649,2,0.47058823529411764,0.571428571428573,0.2890648263178878,4,0.2727272727272727,0.43478260869565216,2,0,0,0,1,0,1,0,0,0,0,0,0,0
0.0,0,0.32352941176470584,0.45714285714285907,0.0,0,0.9999999999999999,0.30434782608695654,2,0,0,0,1,0,1,0,0,0,0,0,0,0
0.0,2,0.3529411764705882,0.3142857142857167,0.45815690999132613,3,0.2727272727272727,0.30434782608695654,1,0,0,0,1,0,1,0,0,0,0,0,0,0
0.0,0,0.23529411764705882,0.6285714285714299,0.2890648263178878,3,0.2727272727272727,0.21739130434782608,1,0,1,0,0,0,1,0,0,0,0,0,0,0
0.0,1,0.20588235294117646,0.6571428571428584,0.45815690999132613,0,0.9090909090909091,0.30434782608695654,7,0,0,0,1,0,1,0,0,0,0,0,0,0
0.0,0,0.5294117647058824,0.5428571428571445,0.0,2,0.4545454545454545,0.9130434782608695,6,0,0,1,0,0,1,0,0,0,0,0,0,0
0.009200690051753882,2,0.20588235294117646,0.4285714285714306,0.6711877414712396,2,0.0,0.3913043478260869,6,0,0,0,1,0,1,0,0,0,0,0,0,0
0.0,0,0.3529411764705882,0.48571428571428754,0.0,0,0.1818181818181818,0.8695652173913043,5,0,0,1,0,0,1,0,0,0,0,0,0,0
0.0,2,0.5,0.6285714285714299,0.0,3,0.4545454545454545,0.7391304347826086,5,1,0,0,0,0,1,0,0,0,0,0,0,0
0.0,0,0.29411764705882354,0.4285714285714306,0.45815690999132613,3,0.2727272727272727,0.9130434782608695,6,0,0,1,0,0,1,0,0,0,0,0,0,0
0.0,0,0.20588235294117646,0.8000000000000007,0.45815690999132613,0,0.9999999999999999,0.13043478260869565,5,0,1,0,0,0,1,0,0,0,0,0,0,0
0.0,2,0.2647058823529412,0.6571428571428584,0.0,0,0.9999999999999999,0.6956521739130435,4,1,0,0,0,0,1,0,0,0,0,0,0,0
0.0,0,0.2647058823529412,0.7428571428571438,0.6711877414712396,0,0.9090909090909091,0.13043478260869565,5,0,1,0,0,0,1,0,0,0,0,0,0,0
0.0,2,0.38235294117647056,0.7428571428571438,0.0,0,0.8181818181818182,0.3913043478260869,1,0,0,0,1,0,1,0,0,0,0,0,0,0
0.0,0,0.32352941176470584,0.6000000000000014,0.0,2,0.4545454545454545,0.043478260869565216,4,0,1,0,0,0,1,0,0,0,0,0,0,0
0.9160437032777459,2,0.4411764705882353,0.571428571428573,0.0,4,0.2727272727272727,0.7826086956521738,2,1,0,0,0,0,1,1,0,0,0,0,1,1
0.0,0,0.20588235294117646,0.6571428571428584,0.2890648263178878,0,0.9090909090909091,0.0,2,0,1,0,0,0,1,0,0,0,0,0,0,0
0.0,0,0.32352941176470584,0.571428571428573,0.45815690999132613,0,0.9999999999999999,0.17391304347826086,2,0,1,0,0,0,1,0,0,0,0,0,0,0
0.0,0,0.4411764705882353,0.5428571428571445,0.0,0,0.5454545454545454,1.0,5,0,0,1,0,0,1,0,0,0,0,0,0,0
0.0,0,0.08823529411764705,0.6857142857142868,0.0,0,0.9090909090909091,1.0,7,0,0,1,0,0,1,0,0,0,0,0,0,0
0.49566190515698294,0,0.29411764705882354,0.8000000000000007,0.45815690999132613,4,0.9999999999999999,0.7826086956521738,6,1,0,0,0,0,1,1,0,0,1,0,1,1
0.012075905692926969,0,0.47058823529411764,0.28571428571428825,0.0,1,0.8181818181818182,0.13043478260869565,1,0,1,0,0,0,1,1,0,0,0,0,0,0
0.0,0,0.2647058823529412,0.40000000000000213,0.0,1,0.0,0.13043478260869565,5,0,1,0,0,0,1,0,0,0,0,0,0,0
0.0,0,0.3529411764705882,0.3142857142857167,0.0,0,0.9999999999999999,0.8695652173913043,1,0,0,1,0,0,1,0,0,0,0,0,0,0
0.030189764232317423,2,0.38235294117647056,0.6857142857142868,0.7472217363092141,4,0.36363636363636365,0.5652173913043478,4,1,0,0,0,0,1,1,0,0,0,0,0,0
0.023001725129384705,1,0.3529411764705882,0.5428571428571445,0.5781296526357756,1,0.9090909090909091,0.7391304347826086,2,1,0,0,0,0,1,0,0,0,0,0,0,0
0.0,0,0.3529411764705882,0.6285714285714299,0.2890648263178878,0,0.5454545454545454,0.21739130434782608,2,0,1,0,0,0,1,0,0,0,0,0,0,0
0.0,0,0.47058823529411764,0.514285714285716,0.45815690999132613,0,0.5454545454545454,0.9130434782608695,2,0,0,1,0,0,1,0,0,0,0,0,0,0
0.0,0,0.5294117647058824,0.6285714285714299,0.45815690999132613,0,0.8181818181818182,0.9565217391304348,1,0,0,1,0,0,1,0,0,0,0,0,0,0
0.0,0,0.2647058823529412,0.7714285714285722,0.45815690999132613,0,0.9999999999999999,0.0,3,0,1,0,0,0,1,0,0,0,0,0,0,0
0.0,0,0.1764705882352941,0.40000000000000213,0.0,0,0.9090909090909091,0.13043478260869565,4,0,1,0,0,0,1,0,0,0,0,0,0,0
0.0,0,0.4117647058823529,0.7142857142857153,0.0,0,0.7272727272727273,0.08695652173913043,3,0,1,0,0,0,1,0,0,0,0,0,0,0
0.0,0,0.47058823529411764,0.6285714285714299,0.0,0,0.5454545454545454,1.0,4,0,0,1,0,0,1,0,0,0,0,0,0,0
0.0,2,0.47058823529411764,0.6285714285714299,0.0,0,0.5454545454545454,0.30434782608695654,7,0,0,0,1,0,1,0,0,0,0,0,0,0
0.0,0,0.29411764705882354,0.8000000000000007,0.45815690999132613,0,0.9999999999999999,0.08695652173913043,5,0,1,0,0,0,1,0,0,0,0,0,0,0
0.0,0,0.2647058823529412,0.4285714285714306,0.0,3,0.2727272727272727,0.21739130434782608,4,0,1,0,0,0,1,0,0,0,0,0,0,0
0.05189764232317424,0,0.38235294117647056,0.7142857142857153,0.0,1,0.8181818181818182,0.8695652173913043,7,0,0,1,0,0,1,0,0,0,0,0,0,0
0.0,0,0.47058823529411764,0.7428571428571438,0.0,0,0.7272727272727273,0.9130434782608695,5,0,0,1,0,0,1,0,0,0,0,0,0,0
0.0,2,0.29411764705882354,0.8571428571428577,0.6711877414712396,0,0.0,0.43478260869565216,2,0,0,0,1,0,1,0,0,0,0,0,0,0
0.32058654399079933,2,0.4411764705882353,0.6000000000000014,0.45815690999132613,4,0.8181818181818182,0.34782608695652173,3,0,0,0,1,0,1,1,0,0,0,0,0,0
0.034502587694077054,2,0.5882352941176471,0.6000000000000014,0.2890648263178878,1,0.7272727272727273,0.4782608695652174,6,0,0,0,1,0,1,0,0,0,0,0,0,0
0.039390454284071307,2,0.4411764705882353,0.6571428571428584,0.2890648263178878,4,0.36363636363636365,0.43478260869565216,5,0,0,0,1,0,1,0,0,0,0,0,0,0
0.0,2,0.5,0.514285714285716,0.0,0,0.8181818181818182,0.6086956521739131,7,1,0,0,0,0,1,0,0,0,0,0,0,0
0.0,2,0.3529411764705882,0.7142857142857153,0.2890648263178878,0,0.9999999999999999,0.3913043478260869,3,0,0,0,1,0,1,0,0,0,0,0,0,0
0.0,0,0.29411764705882354,0.7142857142857153,0.45815690999132613,3,0.4545454545454545,0.17391304347826086,7,0,1,0,0,0,1,0,0,0,0,0,0,0
0.0,0,0.4117647058823529,0.4285714285714306,0.0,2,0.4545454545454545,0.9565217391304348,5,0,0,1,0,0,1,0,0,0,0,0,0,0
0.0,2,0.6176470588235294,0.5428571428571445,0.0,0,0.4545454545454545,0.5652173913043478,7,1,0,0,0,0,1,0,0,0,0,0,0,0
0.015957446808510637,2,0.4117647058823529,0.25714285714285623,0.0,3,0.2727272727272727,0.6086956521739131,4,1,0,0,0,0,1,0,0,0,0,0,0,0
0.2648073605520414,2,0.5,0.6000000000000014,0.6711877414712396,4,0.36363636363636365,0.8260869565217391,4,0,0,1,0,0,1,1,0,0,0,0,0,0
0.025876940770557792,2,0.38235294117647056,0.6000000000000014,0.0,3,0.5454545454545454,0.30434782608695654,6,0,0,0,1,0,1,0,0,0,0,0,0,0
0.032620764031350793,2,0.38235294117647056,0.7142857142857153,0.2890648263178878,2,0.9090909090909091,0.4782608695652174,6,0,0,0,1,0,1,0,0,0,0,0,0,0
0.0,0,0.47058823529411764,0.48571428571428754,0.5781296526357756,2,0.1818181818181818,0.21739130434782608,4,0,1,0,0,0,1,0,0,0,0,0,0,0
0.0060379528464634845,0,0.5294117647058824,0.7142857142857153,0.5781296526357756,1,0.7272727272727273,0.9130434782608695,2,0,0,1,0,0,1,1,0,0,0,0,0,0
0.032058654399079935,2,0.29411764705882354,0.7142857142857153,0.2890648263178878,3,0.0,0.34782608695652173,6,0,0,0,1,0,1,0,0,0,0,0,0,0
0.0,0,0.29411764705882354,0.37142857142857366,0.2890648263178878,3,0.2727272727272727,0.21739130434782608,5,0,1,0,0,0,1,0,0,0,0,0,0,0
0.0,0,0.3529411764705882,0.37142857142857366,0.2890648263178878,3,0.2727272727272727,0.043478260869565216,1,0,1,0,0,0,1,0,0,0,0,0,0,0
0.011500862564692352,0,0.29411764705882354,0.1999999999999993,0.0,0,0.9999999999999999,0.9130434782608695,6,0,0,1,0,0,1,0,0,0,0,0,0,0
0.025014376078205867,2,0.29411764705882354,0.8571428571428577,0.2890648263178878,2,0.9090909090909091,0.4782608695652174,3,0,0,0,1,0,1,0,0,0,0,0,0,0
0.05710143428511099,2,0.5,0.6000000000000014,0.2890648263178878,3,0.8181818181818182,0.5217391304347826,7,0,0,0,1,0,1,0,0,0,0,0,0,0
0.05117883841288097,0,0.3529411764705882,0.6285714285714299,0.0,2,0.9090909090909091,0.8695652173913043,4,0,0,1,0,0,1,0,0,0,0,0,0,0
0.41920644048303624,2,0.32352941176470584,0.6857142857142868,0.0,4,0.9090909090909091,0.3913043478260869,2,0,0,0,1,0,1,1,0,0,0,0,0,0
0.0,0,0.47058823529411764,0.6285714285714299,0.0,0,0.7272727272727273,0.0,6,0,1,0,0,0,1,0,0,0,0,0,0,0
0.0,0,0.1764705882352941,0.8857142857142861,0.2890648263178878,1,0.0,0.8695652173913043,1,0,0,1,0,0,1,0,0,0,0,0,0,0
0.0,2,0.23529411764705882,0.571428571428573,0.2890648263178878,0,0.9090909090909091,0.43478260869565216,4,0,0,0,1,0,1,0,0,0,0,0,0,0
0.0,0,0.5588235294117647,0.6285714285714299,0.45815690999132613,3,0.4545454545454545,0.9565217391304348,7,0,0,1,0,0,1,0,0,0,0,0,0,0
0.0,0,0.4117647058823529,0.6571428571428584,0.0,3,0.4545454545454545,0.17391304347826086,2,0,1,0,0,0,1,0,0,0,0,0,0,0
0.0,2,0.23529411764705882,0.4285714285714306,0.0,0,0.0,0.34782608695652173,7,0,0,0,1,0,1,0,0,0,0,0,0,0
0.0,0,0.3529411764705882,0.6571428571428584,0.45815690999132613,0,0.1818181818181818,0.8260869565217391,7,0,0,1,0,0,1,0,0,0,0,0,0,0
0.007475560667050029,2,0.3529411764705882,0.7714285714285722,0.45815690999132613,1,0.1818181818181818,0.5652173913043478,3,1,0,0,0,0,1,0,0,0,0,0,0,0
0.0,2,0.3529411764705882,0.40000000000000213,0.6711877414712396,0,0.09090909090909091,0.4782608695652174,4,0,0,0,1,0,1,0,0,0,0,0,0,0
0.02515813686026452,0,0.4117647058823529,0.6285714285714299,0.0,3,0.4545454545454545,0.9565217391304348,4,0,0,1,0,0,1,0,0,0,0,0,0,0
0.0,0,0.23529411764705882,0.8285714285714292,0.0,1,0.9999999999999999,0.0,7,0,1,0,0,0,1,0,0,0,0,0,0,0
0.0,0,0.3529411764705882,0.6571428571428584,0.45815690999132613,0,0.9090909090909091,0.21739130434782608,7,0,1,0,0,0,1,0,0,0,0,0,0,0
0.0,0,0.4117647058823529,0.6285714285714299,0.0,0,0.5454545454545454,0.9565217391304348,3,0,0,1,0,0,1,0,0,0,0,0,0,0
0.49566190515698294,2,0.4117647058823529,0.5428571428571445,0.45815690999132613,4,0.4545454545454545,0.7826086956521738,4,1,0,0,0,0,1,1,0,0,0,0,1,0
0.0,2,0.38235294117647056,0.5428571428571445,0.2890648263178878,0,0.4545454545454545,0.34782608695652173,1,0,0,0,1,0,1,0,0,0,0,0,0,0
0.3678838412880966,0,0.32352941176470584,0.6571428571428584,0.2890648263178878,4,0.9090909090909091,0.8260869565217391,3,0,0,1,0,0,1,1,0,0,0,0,0,0
0.0,2,0.47058823529411764,0.7142857142857153,0.2890648263178878,0,0.1818181818181818,0.6521739130434783,1,1,0,0,0,0,1,0,0,0,0,0,0,0
0.0,0,0.2647058823529412,0.45714285714285907,0.5781296526357756,0,0.1818181818181818,0.08695652173913043,3,0,1,0,0,0,1,0,0,0,0,0,0,0
0.0,0,0.32352941176470584,0.6571428571428584,0.2890648263178878,0,0.9090909090909091,1.0,2,0,0,1,0,0,1,0,0,0,0,0,0,0
0.00848188614146061,2,0.4411764705882353,0.5428571428571445,0.0,4,0.2727272727272727,0.4782608695652174,6,0,0,0,1,0,1,0,0,0,0,0,0,0
0.0,1,0.5,0.40000000000000213,0.0,2,0.4545454545454545,0.8695652173913043,4,0,0,1,0,0,1,0,0,0,0,0,0,0
0.038384128809660724,2,0.9117647058823529,0.5428571428571445,0.45815690999132613,1,0.5454545454545454,0.8695652173913043,6,0,0,1,0,0,1,1,0,0,0,0,0,0
0.08755031627372054,2,0.3529411764705882,0.6285714285714299,0.2890648263178878,2,0.9090909090909091,0.43478260869565216,6,0,0,0,1,0,1,0,0,0,0,0,0,0
0.0,0,0.5294117647058824,0.514285714285716,0.2890648263178878,0,0.5454545454545454,0.9565217391304348,1,0,0,1,0,0,1,0,0,0,0,0,0,0
0.0,2,0.23529411764705882,0.6857142857142868,0.45815690999132613,0,0.9090909090909091,0.34782608695652173,1,0,0,0,1,0,1,0,0,0,0,0,0,0
0.0014843229859596472,2,0.4117647058823529,0.48571428571428754,0.7472217363092141,0,0.9999999999999999,0.5652173913043478,2,1,0,0,0,0,1,0,0,0,0,0,0,0
0.05710143428511099,2,0.5,0.28571428571428825,0.5781296526357756,3,0.2727272727272727,0.5652173913043478,3,1,0,0,0,0,1,1,0,0,0,0,0,0
0.0,0,0.32352941176470584,0.6571428571428584,0.0,0,0.4545454545454545,0.043478260869565216,2,0,1,0,0,0,1,0,0,0,0,0,0,0
0.0,0,0.29411764705882354,0.6000000000000014,0.2890648263178878,0,0.8181818181818182,0.13043478260869565,5,0,1,0,0,0,1,0,0,0,0,0,0,0
0.005462909718228867,2,0.3529411764705882,0.8285714285714292,0.2890648263178878,1,0.1818181818181818,0.5652173913043478,5,1,0,0,0,0,1,0,0,0,0,0,0,0
0.0,2,0.5,0.6857142857142868,0.5781296526357756,2,0.1818181818181818,0.6956521739130435,2,1,0,0,0,0,1,0,0,0,0,0,0,0
0.0,0,0.20588235294117646,0.6857142857142868,0.2890648263178878,0,0.1818181818181818,0.13043478260869565,2,0,1,0,0,0,1,0,0,0,0,0,0,0
0.0,0,0.32352941176470584,0.5428571428571445,0.2890648263178878,0,0.9090909090909091,0.21739130434782608,1,0,1,0,0,0,1,0,0,0,0,0,0,0
0.042265669925244394,2,0.5294117647058824,0.6285714285714299,0.2890648263178878,3,0.36363636363636365,0.5217391304347826,2,0,0,0,1,0,1,1,0,0,0,0,0,0
0.0,2,0.5,0.7714285714285722,0.6711877414712396,2,0.1818181818181818,0.5652173913043478,3,1,0,0,0,0,1,0,0,0,0,0,0,0
0.0,2,0.14705882352941174,0.7714285714285722,0.0,0,0.9090909090909091,0.43478260869565216,1,0,0,0,1,0,1,0,0,0,0,0,0,0
0.0,0,0.11764705882352941,0.7142857142857153,0.0,0,0.1818181818181818,0.21739130434782608,4,0,1,0,0,0,1,0,0,0,0,0,0,0
0.0,2,0.29411764705882354,0.7714285714285722,0.2890648263178878,0,0.1818181818181818,0.43478260869565216,3,0,0,0,1,0,1,0,0,0,0,0,0,0
0.0,2,0.5588235294117647,0.514285714285716,0.2890648263178878,0,0.4545454545454545,0.34782608695652173,7,0,0,0,1,0,1,0,0,0,0,0,0,0
0.006612995974698103,2,0.7941176470588235,0.6000000000000014,0.2890648263178878,4,0.4545454545454545,0.6521739130434783,2,1,0,0,0,0,1,1,0,0,0,0,0,0
0.0,0,0.5,0.6000000000000014,0.45815690999132613,0,0.8181818181818182,0.17391304347826086,2,0,1,0,0,0,1,0,0,0,0,0,0,0
0.0,0,0.1764705882352941,0.37142857142857366,0.2890648263178878,3,0.2727272727272727,0.2608695652173913,6,0,1,0,0,0,1,0,0,0,0,0,0,0
0.1434732604945371,0,0.2647058823529412,0.8285714285714292,0.0,3,0.0,0.7391304347826086,2,1,0,0,0,0,1,0,0,0,0,0,0,0
0.0,0,0.3529411764705882,0.6000000000000014,0.0,3,0.36363636363636365,0.0,7,0,1,0,0,0,1,0,0,0,0,0,0,0
0.0,0,0.20588235294117646,0.8571428571428577,0.45815690999132613,0,0.9090909090909091,0.0,7,0,1,0,0,0,1,0,0,0,0,0,0,0
0.0,2,0.3529411764705882,0.5428571428571445,0.0,2,0.4545454545454545,0.30434782608695654,7,0,0,0,1,0,1,0,0,0,0,0,0,0
0.0,0,0.5,0.37142857142857366,0.0,0,0.7272727272727273,0.17391304347826086,2,0,1,0,0,0,1,0,0,0,0,0,0,0
0.0,0,0.4411764705882353,0.7142857142857153,0.2890648263178878,0,0.7272727272727273,0.13043478260869565,2,0,1,0,0,0,1,0,0,0,0,0,0,0
0.016101207590569294,2,0.5588235294117647,0.5428571428571445,0.45815690999132613,4,0.2727272727272727,0.5652173913043478,6,1,0,0,0,0,1,0,0,0,0,0,0,0
0.0,2,0.3529411764705882,0.514285714285716,0.5781296526357756,1,0.0,0.6521739130434783,1,1,0,0,0,0,1,0,0,0,0,0,0,0
0.28737780333525015,2,0.32352941176470584,0.4285714285714306,0.2890648263178878,4,0.2727272727272727,0.3913043478260869,5,0,0,0,1,0,1,1,0,0,0,0,0,0
0.0,0,0.29411764705882354,0.3428571428571452,0.45815690999132613,0,0.9999999999999999,0.30434782608695654,6,0,0,0,1,0,1,0,0,0,0,0,0,0
0.49566190515698294,0,0.23529411764705882,0.5428571428571445,0.45815690999132613,4,0.9090909090909091,0.7826086956521738,6,1,0,0,0,0,1,1,1,0,0,1,1,0
0.0,2,0.32352941176470584,0.4285714285714306,0.6711877414712396,4,0.2727272727272727,0.4782608695652174,6,0,0,0,1,0,1,0,0,0,0,0,0,0
0.0,0,0.32352941176470584,0.571428571428573,0.45815690999132613,0,0.9999999999999999,0.2608695652173913,2,0,1,0,0,0,1,0,0,0,0,0,0,0
0.0,0,0.4411764705882353,0.6857142857142868,0.2890648263178878,3,0.4545454545454545,0.08695652173913043,4,0,1,0,0,0,1,0,0,0,0,0,0,0
0.4179125934445083,2,0.4411764705882353,0.7714285714285722,0.45815690999132613,4,0.7272727272727273,0.3913043478260869,3,0,0,0,1,0,1,1,0,0,0,0,1,0
0.1910580793559517,2,0.32352941176470584,0.6285714285714299,0.8115075629572489,4,0.36363636363636365,0.3913043478260869,4,0,0,0,1,0,1,1,0,0,0,0,0,0
0.02185163887291547,0,0.7058823529411764,0.5428571428571445,0.2890648263178878,1,0.5454545454545454,0.9565217391304348,5,0,0,1,0,0,1,0,0,0,0,0,0,0
0.0,0,0.4117647058823529,0.6857142857142868,0.2890648263178878,0,0.7272727272727273,0.0,1,0,1,0,0,0,1,0,0,0,0,0,0,0
0.0,0,0.2647058823529412,0.6000000000000014,0.0,1,0.0,0.8260869565217391,7,0,0,1,0,0,1,0,0,0,0,0,0,0
0.0,0,0.3529411764705882,0.4285714285714306,0.6711877414712396,3,0.2727272727272727,0.2608695652173913,5,0,1,0,0,0,1,0,0,0,0,0,0,0
0.49566190515698294,0,0.4117647058823529,0.6000000000000014,0.0,4,0.9090909090909091,0.7826086956521738,4,1,0,0,0,0,1,1,0,0,1,0,0,0
0.0,2,0.5588235294117647,0.6857142857142868,0.2890648263178878,0,0.8181818181818182,0.4782608695652174,5,0,0,0,1,0,1,0,0,0,0,0,0,0
0.0,2,0.5588235294117647,0.7714285714285722,0.0,0,0.5454545454545454,0.43478260869565216,5,0,0,0,1,0,1,0,0,0,0,0,0,0
0.0,2,0.6176470588235294,0.6285714285714299,0.0,0,0.7272727272727273,0.5217391304347826,5,0,0,0,1,0,1,0,0,0,0,0,0,0
0.7223979298447384,0,0.23529411764705882,0.8285714285714292,0.2890648263178878,4,0.9999999999999999,0.7391304347826086,6,1,0,0,0,0,1,1,0,0,0,0,0,0
0.0,0,0.38235294117647056,0.6000000000000014,0.0,0,0.7272727272727273,0.08695652173913043,7,0,1,0,0,0,1,0,0,0,0,0,0,0
0.13269120184013802,2,0.3529411764705882,0.37142857142857366,0.2890648263178878,4,0.2727272727272727,0.6521739130434783,4,1,0,0,0,0,1,1,0,0,0,0,0,0
0.033783783783783786,2,0.4411764705882353,0.7142857142857153,0.2890648263178878,1,0.9999999999999999,0.6956521739130435,5,1,0,0,0,0,1,1,0,0,0,0,0,0
0.0,2,0.5588235294117647,0.48571428571428754,0.7472217363092141,3,0.2727272727272727,0.7826086956521738,1,1,0,0,0,0,1,0,0,0,0,0,0,0
0.0,2,0.3529411764705882,0.8000000000000007,0.5781296526357756,0,0.1818181818181818,0.6521739130434783,4,1,0,0,0,0,1,0,0,0,0,0,0,0
0.004744105807935595,2,0.5,0.571428571428573,0.2890648263178878,1,0.8181818181818182,0.43478260869565216,7,0,0,0,1,0,1,0,0,0,0,0,0,0
0.026595744680851064,2,0.20588235294117646,0.6285714285714299,0.2890648263178878,3,0.36363636363636365,0.30434782608695654,2,0,0,0,1,0,1,0,0,0,0,0,0,0
0.15784933870040252,2,0.32352941176470584,0.514285714285716,0.45815690999132613,3,0.9090909090909091,0.6086956521739131,4,1,0,0,0,0,1,1,0,0,0,0,0,0
0.032620764031350793,2,0.6470588235294118,0.6857142857142868,0.0,2,0.7272727272727273,0.7391304347826086,2,1,0,0,0,0,1,0,0,0,0,0,0,0
0.0,0,0.1764705882352941,0.45714285714285907,0.45815690999132613,2,0.1818181818181818,0.21739130434782608,6,0,1,0,0,0,1,0,0,0,0,0,0,0
0.0,0,0.32352941176470584,0.40000000000000213,0.0,0,0.0,0.08695652173913043,2,0,1,0,0,0,1,0,0,0,0,0,0,0
0.0,0,0.2647058823529412,0.7428571428571438,0.45815690999132613,0,0.9090909090909091,0.21739130434782608,6,0,1,0,0,0,1,0,0,0,0,0,0,0
0.0,0,0.32352941176470584,0.7142857142857153,0.45815690999132613,0,0.8181818181818182,0.2608695652173913,7,0,1,0,0,0,1,0,0,0,0,0,0,0
0.07892466935020126,2,0.47058823529411764,0.6000000000000014,0.5781296526357756,3,0.2727272727272727,0.7391304347826086,2,1,0,0,0,0,1,0,0,0,0,0,0,0
0.032620764031350793,2,0.676470588235294,0.6285714285714299,0.45815690999132613,2,0.8181818181818182,0.6086956521739131,4,1,0,0,0,0,1,1,0,0,1,0,0,0
0.49566190515698294,0,0.32352941176470584,0.7714285714285722,0.45815690999132613,4,0.9999999999999999,0.7826086956521738,4,1,0,0,0,0,1,1,0,1,0,0,1,1
0.6108395629672225,2,0.32352941176470584,0.6285714285714299,0.0,4,0.2727272727272727,0.3913043478260869,2,0,0,0,1,0,1,1,0,0,0,0,1,1
0.0,0,0.29411764705882354,0.4285714285714306,0.2890648263178878,3,0.2727272727272727,0.043478260869565216,4,0,1,0,0,0,1,0,0,0,0,0,0,0
0.0,0,0.47058823529411764,0.40000000000000213,0.0,0,0.7272727272727273,0.08695652173913043,4,0,1,0,0,0,1,0,0,0,0,0,0,0
0.0,1,0.20588235294117646,0.6857142857142868,0.45815690999132613,0,0.9999999999999999,0.34782608695652173,5,0,0,0,1,0,1,0,0,0,0,0,0,0
0.0,2,0.4411764705882353,0.8000000000000007,0.5781296526357756,2,0.1818181818181818,0.6521739130434783,4,1,0,0,0,0,1,0,0,0,0,0,0,0
